REGION,YEAR,WEEK,% WEIGHTED ILI
Region 1,2001,43,0.770255
Region 2,2001,43,1.04934
Region 3,2001,43,2.08482
Region 4,2001,43,0.818655
Region 5,2001,43,2.04138
Region 6,2001,43,2.07219
Region 7,2001,43,1.2573
Region 8,2001,43,0.559576
Region 9,2001,43,3.56565
Region 10,2001,43,0.599612
National,2001,43,1.77065
Region 1,2001,44,0.761883
Region 2,2001,44,1.17835
Region 3,2001,44,2.14781
Region 4,2001,44,1.54364
Region 5,2001,44,1.56302
Region 6,2001,44,1.99112
Region 7,2001,44,1.61203
Region 8,2001,44,0.379298
Region 9,2001,44,4.02178
Region 10,2001,44,1.71825
National,2001,44,1.93891
Region 1,2001,45,0.67791
Region 2,2001,45,1.19253
Region 3,2001,45,1.67809
Region 4,2001,45,1.06889
Region 5,2001,45,1.80209
Region 6,2001,45,2.06637
Region 7,2001,45,1.45184
Region 8,2001,45,0.488648
Region 9,2001,45,2.76983
Region 10,2001,45,1.20362
National,2001,45,1.63439
Region 1,2001,46,0.568568
Region 2,2001,46,0.999178
Region 3,2001,46,1.33705
Region 4,2001,46,0.92455
Region 5,2001,46,1.25909
Region 6,2001,46,1.12207
Region 7,2001,46,1.39457
Region 8,2001,46,0.476778
Region 9,2001,46,6.64832
Region 10,2001,46,0.662486
National,2001,46,1.90363
Region 1,2001,47,0.920133
Region 2,2001,47,0.936613
Region 3,2001,47,1.75718
Region 4,2001,47,0.87434
Region 5,2001,47,1.45343
Region 6,2001,47,0.695331
Region 7,2001,47,1.81453
Region 8,2001,47,0.66663
Region 9,2001,47,5.44275
Region 10,2001,47,1.57127
National,2001,47,1.80556
Region 1,2001,48,0.592136
Region 2,2001,48,1.06864
Region 3,2001,48,1.22317
Region 4,2001,48,0.886929
Region 5,2001,48,1.63052
Region 6,2001,48,1.58504
Region 7,2001,48,1.38213
Region 8,2001,48,0.812
Region 9,2001,48,4.63122
Region 10,2001,48,1.61878
National,2001,48,1.75506
Region 1,2001,49,0.711386
Region 2,2001,49,1.14551
Region 3,2001,49,1.51509
Region 4,2001,49,0.725881
Region 5,2001,49,1.3694
Region 6,2001,49,0.961864
Region 7,2001,49,1.10261
Region 8,2001,49,1.09065
Region 9,2001,49,3.83318
Region 10,2001,49,1.84602
National,2001,49,1.53023
Region 1,2001,50,0.806871
Region 2,2001,50,1.14879
Region 3,2001,50,1.7312
Region 4,2001,50,0.642863
Region 5,2001,50,1.32564
Region 6,2001,50,0.747725
Region 7,2001,50,1.12021
Region 8,2001,50,1.08058
Region 9,2001,50,3.62001
Region 10,2001,50,1.48016
National,2001,50,1.46161
Region 1,2001,51,0.796429
Region 2,2001,51,1.1182
Region 3,2001,51,2.42044
Region 4,2001,51,0.788769
Region 5,2001,51,1.67174
Region 6,2001,51,3.07191
Region 7,2001,51,1.37918
Region 8,2001,51,1.59196
Region 9,2001,51,3.90783
Region 10,2001,51,1.39045
National,2001,51,1.96048
Region 1,2001,52,1.17227
Region 2,2001,52,1.739
Region 3,2001,52,2.353
Region 4,2001,52,1.26526
Region 5,2001,52,2.27725
Region 6,2001,52,1.18345
Region 7,2001,52,1.26169
Region 8,2001,52,1.8491
Region 9,2001,52,5.07169
Region 10,2001,52,1.80724
National,2001,52,2.20435
Region 1,2002,1,1.09469
Region 2,2002,1,1.83995
Region 3,2002,1,2.84344
Region 4,2002,1,1.1145
Region 5,2002,1,2.30058
Region 6,2002,1,0.805594
Region 7,2002,1,1.34629
Region 8,2002,1,1.59438
Region 9,2002,1,4.49194
Region 10,2002,1,2.79078
National,2002,1,2.1348
Region 1,2002,2,1.11743
Region 2,2002,2,1.95641
Region 3,2002,2,1.83332
Region 4,2002,2,1.44692
Region 5,2002,2,1.51593
Region 6,2002,2,1.02899
Region 7,2002,2,1.79073
Region 8,2002,2,1.87297
Region 9,2002,2,3.97676
Region 10,2002,2,1.31922
National,2002,2,1.89441
Region 1,2002,3,1.29292
Region 2,2002,3,2.87409
Region 3,2002,3,4.15202
Region 4,2002,3,1.90055
Region 5,2002,3,1.59561
Region 6,2002,3,4.2777
Region 7,2002,3,2.34168
Region 8,2002,3,2.42528
Region 9,2002,3,4.26316
Region 10,2002,3,2.45563
National,2002,3,2.83109
Region 1,2002,4,1.8299
Region 2,2002,4,5.13816
Region 3,2002,4,4.55867
Region 4,2002,4,2.47923
Region 5,2002,4,2.03711
Region 6,2002,4,3.17802
Region 7,2002,4,2.89774
Region 8,2002,4,2.723
Region 9,2002,4,4.92626
Region 10,2002,4,2.25354
National,2002,4,3.30481
Region 1,2002,5,2.69836
Region 2,2002,5,5.21438
Region 3,2002,5,4.92764
Region 4,2002,5,1.93336
Region 5,2002,5,2.1073
Region 6,2002,5,5.05561
Region 7,2002,5,3.63893
Region 8,2002,5,3.64279
Region 9,2002,5,5.18233
Region 10,2002,5,1.63768
National,2002,5,3.61063
Region 1,2002,6,2.50926
Region 2,2002,6,2.43139
Region 3,2002,6,5.46307
Region 4,2002,6,1.94518
Region 5,2002,6,2.65316
Region 6,2002,6,4.21139
Region 7,2002,6,4.33048
Region 8,2002,6,3.83065
Region 9,2002,6,4.76411
Region 10,2002,6,3.81421
National,2002,6,3.42799
Region 1,2002,7,2.51279
Region 2,2002,7,2.1578
Region 3,2002,7,4.84377
Region 4,2002,7,2.25859
Region 5,2002,7,3.34884
Region 6,2002,7,4.01688
Region 7,2002,7,4.93481
Region 8,2002,7,2.36588
Region 9,2002,7,6.20809
Region 10,2002,7,5.73343
National,2002,7,3.76715
Region 1,2002,8,1.96676
Region 2,2002,8,1.86836
Region 3,2002,8,4.17651
Region 4,2002,8,2.13879
Region 5,2002,8,3.5658
Region 6,2002,8,4.07771
Region 7,2002,8,4.05045
Region 8,2002,8,1.81294
Region 9,2002,8,6.56053
Region 10,2002,8,3.2026
National,2002,8,3.60018
Region 1,2002,9,1.42523
Region 2,2002,9,1.41772
Region 3,2002,9,4.60419
Region 4,2002,9,2.04094
Region 5,2002,9,3.48359
Region 6,2002,9,2.70946
Region 7,2002,9,3.35367
Region 8,2002,9,1.55448
Region 9,2002,9,5.94761
Region 10,2002,9,2.09681
National,2002,9,3.20024
Region 1,2002,10,0.898281
Region 2,2002,10,1.30241
Region 3,2002,10,5.66049
Region 4,2002,10,1.52733
Region 5,2002,10,2.57896
Region 6,2002,10,1.90237
Region 7,2002,10,2.98812
Region 8,2002,10,1.29306
Region 9,2002,10,6.04576
Region 10,2002,10,2.75263
National,2002,10,2.92633
Region 1,2002,11,0.755995
Region 2,2002,11,1.84535
Region 3,2002,11,6.61248
Region 4,2002,11,1.07506
Region 5,2002,11,1.9792
Region 6,2002,11,2.0697
Region 7,2002,11,1.90214
Region 8,2002,11,1.05459
Region 9,2002,11,5.90946
Region 10,2002,11,3.04054
National,2002,11,2.85857
Region 1,2002,12,1.18249
Region 2,2002,12,1.36993
Region 3,2002,12,5.80713
Region 4,2002,12,0.754221
Region 5,2002,12,1.86311
Region 6,2002,12,0.679588
Region 7,2002,12,1.57776
Region 8,2002,12,0.438089
Region 9,2002,12,4.83496
Region 10,2002,12,3.46314
National,2002,12,2.34745
Region 1,2002,13,0.709017
Region 2,2002,13,0.925246
Region 3,2002,13,4.25068
Region 4,2002,13,0.514304
Region 5,2002,13,1.75181
Region 6,2002,13,0.481678
Region 7,2002,13,1.09437
Region 8,2002,13,0.381959
Region 9,2002,13,5.70367
Region 10,2002,13,6.52793
National,2002,13,2.23498
Region 1,2002,14,0.636122
Region 2,2002,14,0.833338
Region 3,2002,14,4.97158
Region 4,2002,14,0.639122
Region 5,2002,14,1.47829
Region 6,2002,14,0.693879
Region 7,2002,14,1.34786
Region 8,2002,14,0.471863
Region 9,2002,14,4.54188
Region 10,2002,14,2.7262
National,2002,14,1.99355
Region 1,2002,15,0.571711
Region 2,2002,15,0.524113
Region 3,2002,15,3.5822
Region 4,2002,15,0.312585
Region 5,2002,15,0.917703
Region 6,2002,15,0.979513
Region 7,2002,15,1.05361
Region 8,2002,15,0.354269
Region 9,2002,15,2.95857
Region 10,2002,15,1.14627
National,2002,15,1.37168
Region 1,2002,16,0.722517
Region 2,2002,16,0.493099
Region 3,2002,16,3.36698
Region 4,2002,16,0.327089
Region 5,2002,16,0.816579
Region 6,2002,16,0.415341
Region 7,2002,16,1.0526
Region 8,2002,16,0.331637
Region 9,2002,16,2.89165
Region 10,2002,16,1.01078
National,2002,16,1.27033
Region 1,2002,17,0.470526
Region 2,2002,17,0.358458
Region 3,2002,17,3.20797
Region 4,2002,17,0.403172
Region 5,2002,17,0.747375
Region 6,2002,17,0
Region 7,2002,17,0.857573
Region 8,2002,17,0.259067
Region 9,2002,17,1.91246
Region 10,2002,17,0.615515
National,2002,17,0.999331
Region 1,2002,18,0.201944
Region 2,2002,18,0.313711
Region 3,2002,18,2.98909
Region 4,2002,18,0.201078
Region 5,2002,18,0.482101
Region 6,2002,18,0
Region 7,2002,18,0.720639
Region 8,2002,18,0.470451
Region 9,2002,18,3.9381
Region 10,2002,18,0
National,2002,18,1.172
Region 1,2002,19,0.232079
Region 2,2002,19,0.350672
Region 3,2002,19,2.7744
Region 4,2002,19,0.345971
Region 5,2002,19,0.549172
Region 6,2002,19,0
Region 7,2002,19,0.908111
Region 8,2002,19,0.450777
Region 9,2002,19,2.80208
Region 10,2002,19,0.367878
National,2002,19,1.03472
Region 1,2002,20,0.376307
Region 2,2002,20,0.281077
Region 3,2002,20,1.51669
Region 4,2002,20,0.192165
Region 5,2002,20,0.46782
Region 6,2002,20,0
Region 7,2002,20,1.01989
Region 8,2002,20,0.49426
Region 9,2002,20,1.85681
Region 10,2002,20,0.224379
National,2002,20,0.703599
Region 1,2002,21,0
Region 2,2002,21,0
Region 3,2002,21,0
Region 4,2002,21,0
Region 5,2002,21,0
Region 6,2002,21,0
Region 7,2002,21,0
Region 8,2002,21,0
Region 9,2002,21,0
Region 10,2002,21,0
National,2002,21,0
Region 1,2002,22,0
Region 2,2002,22,0
Region 3,2002,22,0
Region 4,2002,22,0
Region 5,2002,22,0
Region 6,2002,22,0
Region 7,2002,22,0
Region 8,2002,22,0
Region 9,2002,22,0
Region 10,2002,22,0
National,2002,22,0
Region 1,2002,23,0
Region 2,2002,23,0
Region 3,2002,23,0
Region 4,2002,23,0
Region 5,2002,23,0
Region 6,2002,23,0
Region 7,2002,23,0
Region 8,2002,23,0
Region 9,2002,23,0
Region 10,2002,23,0
National,2002,23,0
Region 1,2002,24,0
Region 2,2002,24,0
Region 3,2002,24,0
Region 4,2002,24,0
Region 5,2002,24,0
Region 6,2002,24,0
Region 7,2002,24,0
Region 8,2002,24,0
Region 9,2002,24,0
Region 10,2002,24,0
National,2002,24,0
Region 1,2002,25,0
Region 2,2002,25,0
Region 3,2002,25,0
Region 4,2002,25,0
Region 5,2002,25,0
Region 6,2002,25,0
Region 7,2002,25,0
Region 8,2002,25,0
Region 9,2002,25,0
Region 10,2002,25,0
National,2002,25,0
Region 1,2002,26,0
Region 2,2002,26,0
Region 3,2002,26,0
Region 4,2002,26,0
Region 5,2002,26,0
Region 6,2002,26,0
Region 7,2002,26,0
Region 8,2002,26,0
Region 9,2002,26,0
Region 10,2002,26,0
National,2002,26,0
Region 1,2002,27,0
Region 2,2002,27,0
Region 3,2002,27,0
Region 4,2002,27,0
Region 5,2002,27,0
Region 6,2002,27,0
Region 7,2002,27,0
Region 8,2002,27,0
Region 9,2002,27,0
Region 10,2002,27,0
National,2002,27,0
Region 1,2002,28,0
Region 2,2002,28,0
Region 3,2002,28,0
Region 4,2002,28,0
Region 5,2002,28,0
Region 6,2002,28,0
Region 7,2002,28,0
Region 8,2002,28,0
Region 9,2002,28,0
Region 10,2002,28,0
National,2002,28,0
Region 1,2002,29,0
Region 2,2002,29,0
Region 3,2002,29,0
Region 4,2002,29,0
Region 5,2002,29,0
Region 6,2002,29,0
Region 7,2002,29,0
Region 8,2002,29,0
Region 9,2002,29,0
Region 10,2002,29,0
National,2002,29,0
Region 1,2002,30,0
Region 2,2002,30,0
Region 3,2002,30,0
Region 4,2002,30,0
Region 5,2002,30,0
Region 6,2002,30,0
Region 7,2002,30,0
Region 8,2002,30,0
Region 9,2002,30,0
Region 10,2002,30,0
National,2002,30,0
Region 1,2002,31,0
Region 2,2002,31,0
Region 3,2002,31,0
Region 4,2002,31,0
Region 5,2002,31,0
Region 6,2002,31,0
Region 7,2002,31,0
Region 8,2002,31,0
Region 9,2002,31,0
Region 10,2002,31,0
National,2002,31,0
Region 1,2002,32,0
Region 2,2002,32,0
Region 3,2002,32,0
Region 4,2002,32,0
Region 5,2002,32,0
Region 6,2002,32,0
Region 7,2002,32,0
Region 8,2002,32,0
Region 9,2002,32,0
Region 10,2002,32,0
National,2002,32,0
Region 1,2002,33,0
Region 2,2002,33,0
Region 3,2002,33,0
Region 4,2002,33,0
Region 5,2002,33,0
Region 6,2002,33,0
Region 7,2002,33,0
Region 8,2002,33,0
Region 9,2002,33,0
Region 10,2002,33,0
National,2002,33,0
Region 1,2002,34,0
Region 2,2002,34,0
Region 3,2002,34,0
Region 4,2002,34,0
Region 5,2002,34,0
Region 6,2002,34,0
Region 7,2002,34,0
Region 8,2002,34,0
Region 9,2002,34,0
Region 10,2002,34,0
National,2002,34,0
Region 1,2002,35,0
Region 2,2002,35,0
Region 3,2002,35,0
Region 4,2002,35,0
Region 5,2002,35,0
Region 6,2002,35,0
Region 7,2002,35,0
Region 8,2002,35,0
Region 9,2002,35,0
Region 10,2002,35,0
National,2002,35,0
Region 1,2002,36,0
Region 2,2002,36,0
Region 3,2002,36,0
Region 4,2002,36,0
Region 5,2002,36,0
Region 6,2002,36,0
Region 7,2002,36,0
Region 8,2002,36,0
Region 9,2002,36,0
Region 10,2002,36,0
National,2002,36,0
Region 1,2002,37,0
Region 2,2002,37,0
Region 3,2002,37,0
Region 4,2002,37,0
Region 5,2002,37,0
Region 6,2002,37,0
Region 7,2002,37,0
Region 8,2002,37,0
Region 9,2002,37,0
Region 10,2002,37,0
National,2002,37,0
Region 1,2002,38,0
Region 2,2002,38,0
Region 3,2002,38,0
Region 4,2002,38,0
Region 5,2002,38,0
Region 6,2002,38,0
Region 7,2002,38,0
Region 8,2002,38,0
Region 9,2002,38,0
Region 10,2002,38,0
National,2002,38,0
Region 1,2002,39,0
Region 2,2002,39,0
Region 3,2002,39,0
Region 4,2002,39,0
Region 5,2002,39,0
Region 6,2002,39,0
Region 7,2002,39,0
Region 8,2002,39,0
Region 9,2002,39,0
Region 10,2002,39,0
National,2002,39,0
Region 1,2002,40,0.784626
Region 2,2002,40,1.47411
Region 3,2002,40,1.16453
Region 4,2002,40,0.956286
Region 5,2002,40,1.97716
Region 6,2002,40,0.428283
Region 7,2002,40,0.881132
Region 8,2002,40,0.555
Region 9,2002,40,1.7775
Region 10,2002,40,0.15872
National,2002,40,1.22262
Region 1,2002,41,0.495414
Region 2,2002,41,1.94806
Region 3,2002,41,0.877381
Region 4,2002,41,1.05164
Region 5,2002,41,2.20973
Region 6,2002,41,0.665571
Region 7,2002,41,0.741349
Region 8,2002,41,0.505408
Region 9,2002,41,1.79872
Region 10,2002,41,0.82858
National,2002,41,1.33344
Region 1,2002,42,0.405673
Region 2,2002,42,1.86141
Region 3,2002,42,1.12844
Region 4,2002,42,0.80937
Region 5,2002,42,2.25005
Region 6,2002,42,1.1791
Region 7,2002,42,0.920056
Region 8,2002,42,0.492651
Region 9,2002,42,1.43915
Region 10,2002,42,0.846673
National,2002,42,1.31929
Region 1,2002,43,0.637874
Region 2,2002,43,2.19488
Region 3,2002,43,1.1143
Region 4,2002,43,1.04113
Region 5,2002,43,1.9525
Region 6,2002,43,0.992243
Region 7,2002,43,0.890115
Region 8,2002,43,0.574425
Region 9,2002,43,2.51771
Region 10,2002,43,0.757961
National,2002,43,1.49484
Region 1,2002,44,0.603491
Region 2,2002,44,1.79574
Region 3,2002,44,1.01307
Region 4,2002,44,1.1647
Region 5,2002,44,1.96181
Region 6,2002,44,1.34323
Region 7,2002,44,1.05124
Region 8,2002,44,0.705004
Region 9,2002,44,2.09511
Region 10,2002,44,1.21028
National,2002,44,1.47195
Region 1,2002,45,0.506613
Region 2,2002,45,2.68916
Region 3,2002,45,1.39692
Region 4,2002,45,1.19694
Region 5,2002,45,1.84367
Region 6,2002,45,1.71576
Region 7,2002,45,1.32234
Region 8,2002,45,0.65443
Region 9,2002,45,1.79395
Region 10,2002,45,1.06768
National,2002,45,1.58094
Region 1,2002,46,0.452492
Region 2,2002,46,2.36841
Region 3,2002,46,1.18055
Region 4,2002,46,1.10455
Region 5,2002,46,1.91773
Region 6,2002,46,1.38439
Region 7,2002,46,1.30644
Region 8,2002,46,0.684114
Region 9,2002,46,1.82469
Region 10,2002,46,1.27803
National,2002,46,1.49426
Region 1,2002,47,0.476843
Region 2,2002,47,2.13
Region 3,2002,47,1.24945
Region 4,2002,47,1.10444
Region 5,2002,47,1.83287
Region 6,2002,47,1.329
Region 7,2002,47,0.952186
Region 8,2002,47,0.763239
Region 9,2002,47,1.7743
Region 10,2002,47,0.445713
National,2002,47,1.40569
Region 1,2002,48,0.741342
Region 2,2002,48,2.51125
Region 3,2002,48,1.86725
Region 4,2002,48,1.20943
Region 5,2002,48,2.00417
Region 6,2002,48,1.42332
Region 7,2002,48,1.21356
Region 8,2002,48,0.832561
Region 9,2002,48,1.80693
Region 10,2002,48,0.925311
National,2002,48,1.6141
Region 1,2002,49,0.584766
Region 2,2002,49,2.26602
Region 3,2002,49,1.17
Region 4,2002,49,1.10385
Region 5,2002,49,1.8988
Region 6,2002,49,1.79258
Region 7,2002,49,1.39596
Region 8,2002,49,0.632439
Region 9,2002,49,1.4037
Region 10,2002,49,0.918394
National,2002,49,1.45967
Region 1,2002,50,0.610366
Region 2,2002,50,1.86905
Region 3,2002,50,1.29548
Region 4,2002,50,1.01517
Region 5,2002,50,2.01068
Region 6,2002,50,2.88248
Region 7,2002,50,1.27052
Region 8,2002,50,0.774699
Region 9,2002,50,1.5613
Region 10,2002,50,1.15853
National,2002,50,1.59896
Region 1,2002,51,0.622122
Region 2,2002,51,2.4707
Region 3,2002,51,1.07092
Region 4,2002,51,1.36661
Region 5,2002,51,1.94513
Region 6,2002,51,6.04979
Region 7,2002,51,1.77609
Region 8,2002,51,1.15111
Region 9,2002,51,1.99717
Region 10,2002,51,0.986062
National,2002,51,2.16697
Region 1,2002,52,0.799462
Region 2,2002,52,1.87908
Region 3,2002,52,1.33899
Region 4,2002,52,1.73547
Region 5,2002,52,2.78992
Region 6,2002,52,4.12241
Region 7,2002,52,3.12275
Region 8,2002,52,1.06512
Region 9,2002,52,4.49262
Region 10,2002,52,1.06865
National,2002,52,2.57842
Region 1,2003,1,0.64182
Region 2,2003,1,2.47831
Region 3,2003,1,1.27559
Region 4,2003,1,1.7773
Region 5,2003,1,2.74745
Region 6,2003,1,3.78321
Region 7,2003,1,2.87196
Region 8,2003,1,0.853741
Region 9,2003,1,3.22525
Region 10,2003,1,1.65297
National,2003,1,2.38636
Region 1,2003,2,0.470414
Region 2,2003,2,1.66986
Region 3,2003,2,1.41885
Region 4,2003,2,1.20515
Region 5,2003,2,1.96998
Region 6,2003,2,1.93178
Region 7,2003,2,1.99184
Region 8,2003,2,0.952076
Region 9,2003,2,2.83481
Region 10,2003,2,1.30183
National,2003,2,1.73621
Region 1,2003,3,0.737876
Region 2,2003,3,2.829
Region 3,2003,3,1.18346
Region 4,2003,3,1.39918
Region 5,2003,3,2.05459
Region 6,2003,3,2.71071
Region 7,2003,3,2.82653
Region 8,2003,3,1.0298
Region 9,2003,3,2.90264
Region 10,2003,3,2.02289
National,2003,3,2.06296
Region 1,2003,4,1.10352
Region 2,2003,4,2.04232
Region 3,2003,4,1.90187
Region 4,2003,4,2.14774
Region 5,2003,4,3.14543
Region 6,2003,4,3.78946
Region 7,2003,4,4.06207
Region 8,2003,4,1.18968
Region 9,2003,4,2.8681
Region 10,2003,4,1.65482
National,2003,4,2.58113
Region 1,2003,5,1.4025
Region 2,2003,5,3.02712
Region 3,2003,5,2.39285
Region 4,2003,5,2.80572
Region 5,2003,5,3.39177
Region 6,2003,5,3.73257
Region 7,2003,5,4.28484
Region 8,2003,5,1.79776
Region 9,2003,5,3.12883
Region 10,2003,5,0.84282
National,2003,5,2.93909
Region 1,2003,6,1.86114
Region 2,2003,6,3.2408
Region 3,2003,6,3.19039
Region 4,2003,6,3.1043
Region 5,2003,6,3.53829
Region 6,2003,6,3.04652
Region 7,2003,6,3.41779
Region 8,2003,6,1.91071
Region 9,2003,6,4.04155
Region 10,2003,6,2.38079
National,2003,6,3.22539
Region 1,2003,7,1.90304
Region 2,2003,7,3.49221
Region 3,2003,7,3.70689
Region 4,2003,7,3.02452
Region 5,2003,7,3.28727
Region 6,2003,7,2.78386
Region 7,2003,7,2.33329
Region 8,2003,7,2.15763
Region 9,2003,7,3.44932
Region 10,2003,7,2.12606
National,2003,7,3.06982
Region 1,2003,8,2.05512
Region 2,2003,8,3.23667
Region 3,2003,8,3.87634
Region 4,2003,8,2.94354
Region 5,2003,8,3.48202
Region 6,2003,8,1.83982
Region 7,2003,8,1.91419
Region 8,2003,8,2.27359
Region 9,2003,8,4.51978
Region 10,2003,8,4.05518
National,2003,8,3.20044
Region 1,2003,9,1.7909
Region 2,2003,9,2.02839
Region 3,2003,9,2.85313
Region 4,2003,9,1.95311
Region 5,2003,9,2.75519
Region 6,2003,9,1.06872
Region 7,2003,9,2.11881
Region 8,2003,9,2.08572
Region 9,2003,9,4.18916
Region 10,2003,9,2.44512
National,2003,9,2.44888
Region 1,2003,10,1.41537
Region 2,2003,10,0.694101
Region 3,2003,10,1.87656
Region 4,2003,10,1.7322
Region 5,2003,10,2.18818
Region 6,2003,10,1.84167
Region 7,2003,10,1.2765
Region 8,2003,10,1.87055
Region 9,2003,10,4.38694
Region 10,2003,10,2.26898
National,2003,10,2.1344
Region 1,2003,11,1.354
Region 2,2003,11,1.96195
Region 3,2003,11,2.39264
Region 4,2003,11,1.26623
Region 5,2003,11,1.68422
Region 6,2003,11,1.55837
Region 7,2003,11,1.15617
Region 8,2003,11,1.53212
Region 9,2003,11,3.83978
Region 10,2003,11,2.33807
National,2003,11,1.99866
Region 1,2003,12,0.693242
Region 2,2003,12,1.61535
Region 3,2003,12,2.00457
Region 4,2003,12,1.25336
Region 5,2003,12,1.36867
Region 6,2003,12,1.23446
Region 7,2003,12,1.10357
Region 8,2003,12,1.38279
Region 9,2003,12,4.51227
Region 10,2003,12,3.43133
National,2003,12,1.93849
Region 1,2003,13,0.455794
Region 2,2003,13,1.29222
Region 3,2003,13,1.98846
Region 4,2003,13,1.1758
Region 5,2003,13,0.87724
Region 6,2003,13,0.81984
Region 7,2003,13,1.18188
Region 8,2003,13,1.28019
Region 9,2003,13,2.84845
Region 10,2003,13,1.51788
National,2003,13,1.41293
Region 1,2003,14,0.527289
Region 2,2003,14,1.29973
Region 3,2003,14,1.66106
Region 4,2003,14,1.0274
Region 5,2003,14,0.773904
Region 6,2003,14,0.859968
Region 7,2003,14,0.930534
Region 8,2003,14,1.13187
Region 9,2003,14,2.51261
Region 10,2003,14,0.538759
National,2003,14,1.23472
Region 1,2003,15,0.394418
Region 2,2003,15,1.34059
Region 3,2003,15,2.07016
Region 4,2003,15,1.03359
Region 5,2003,15,0.633577
Region 6,2003,15,1.11282
Region 7,2003,15,0.811463
Region 8,2003,15,1.06472
